UTTERANCE,SCENARIO,FLAB_BAD_CONTENT
can you tell me how many bedrooms has the apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms does the apartment counts,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
excuse me i d love to know how many rooms this department has,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
what is the comfort of the rooms in this apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
does this department have a considerable amount of rooms for a large family ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how big is the department,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms are there,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many people can live there,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms the apartment has ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
can i keep my cat here ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
is a school near by ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms do the apartment has ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
can you show me the rooms in here ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
i want to know the number of rooms in the apartment please ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms does it have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how big are the rooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many main rooms do you have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms does the department have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
does the apartment have several rooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
am i looking for an apartment that has several rooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
number of rooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
the apartment has enough rooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
are all the rooms spacious how many are there ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms does the apartment have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms it has ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
including the maid room how many bedrooms it has ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
cuantas habitaciones posee el departamento,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
cuantos baños posee el departamento ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
tiene ducha o tina separada ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms does the department have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
does the apartment have several rooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
are the rooms large ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms the apartment has ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
what is the bed size on that rooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how much money should i pay for reservation ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms the apartment has ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms are in the apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
what is the quanty of rooms in the apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms are in this apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms are here ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
cuantas habitaciones posee el departamento,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
cuantas sals de baño posse el departamento,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
que tan amplia es la cocina ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
i would ask if there are rooms for children parents and guests,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
le preguntaria cuantos baños hay y si en las habitaciones hay baños,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
i would ask how many rooms the apartment has,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
 how many bedrooms have the aparment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
 does the apartments in the building got the same quantity of bedrooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
all the bedrooms have bathroom ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms has the apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
wich one is the quantity of bedrooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms are available ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
none of above,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
none of above,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
none of above,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
i would like to know how many rooms you have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
what size are the rooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
the rooms of what colors are the walls ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms does the apartment have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms does it have,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
number of rooms,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
what are the rooms that the apartment has ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms the apartment have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
excluding the suite how many more bedrooms the apartment have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms the apartment has ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms in the apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
can you tell me the number of bedrooms her ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms does this department have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
the rooms have bathrooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
are the bedrooms furnished ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms does the apartment have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
each room has its bathroom ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
are the rooms furnished ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how much capacity has the rooms of the apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
do you have more than one room ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
i need an apartment with 2 rooms,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many kitchenes ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many people are allowed ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
for how many rooms the apartment is composed,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms does the apartment have,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
i need a apatemento with after rooms how many does this have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms have bathrooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
the rooms have light input ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many square meters has the largest room ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many rooms does the apartment have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many apartment bedrooms ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
are the apartment s bedrooms large ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
is it a single room,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many people are allowed on the apartment,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
does the room come with its on bathroom,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms are there ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bathrooms does this apartment have ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
does bathrooms have a water heater ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
does the bathrooms have a bathtub ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how many bedrooms are ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
how s divided the apartment ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
is it a single bedroom or more ,you want to know how many bedrooms the apartment has,ACCEPTABLE_CONTENT
donde estas,you are looking for a single family home,ACCEPTABLE_CONTENT
