UTTERANCE,SCENARIO,ANNOTATION_USER,ANNOTATION_SYSTEM,AGENT_TEMPLATE_UTTERANCE
how much credit score i need to buy the home,customer wants to know how much credit score customer need to buy a home,FAQ(info=how_many_credit_score),ANSWER(info=minimum 500  score to get a loan),need a minimum 500 credit score to get a loan
my budget reaches 500k,customerr budget is around 500k,INFORM(budget=500K),ack(). Request(move_in_date),OK. Ask when buyer would like to move in
do you have cable tv service,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
how the amenties that are in the building,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
do you have a brochure of houses,customer are looking for an luxury home,INFORM(category=luxury),ack(). Request(budget),OK. Ask buyer about his budget
who is responsible for the maintenance of green areas,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
is neighborhood safe,customer wants to know how safe the neighborhood is,REQUEST(neighborhood_safety),OFFER_SLOT_VALUE(neighborhood_safety=low crime),Neighborhood safety is low crime
how much is the minimum initial,customer wants to know how much customerr down payment should be,FAQ(info=amount_of_down_payment),ANSWER(info=minimal 3.5% down payment),minimal 3.5% down payment
i would like to know how many rooms you have,customer wants to know how many bedrooms the apartment has,REQUEST(num_of_bedrooms),OFFER_SLOT_VALUE(num_of_bedrooms=1),number of bedrooms equals one
tell me how parking was at the apartment last weekend,customer wants to know the parking situation of the apartment,REQUEST(parking),OFFER_SLOT_VALUE(parking=street parking),Parking is street parking
sir i want to know about single family home because i want it,customer are looking for a single family home,"INFORM(intent=search_home,property_type=single...",ack(). Request(category),OK. Ask buyer whether he wants luxury or affor...
where i can looking for a single family home,customer are looking for a single family home,"INFORM(intent=search_home,property_type=single...",ack(). Request(category),OK. Ask buyer whether he wants luxury or affor...
cuantas salas de baño posee el departamento,customer wants to know how big the apartment is,REQUEST(apartment_size),OFFER_SLOT_VALUE(apartment_size = 650 square f...,Apartment size is 650 square feet
buenos dias,customer wants to know how much customerr down payment should be,FAQ(info=amount_of_down_payment),ANSWER(info=minimal 3.5% down payment),minimal 3.5% down payment
do you care if i leave,customer are looking to move immediately,INFORM(move_in_date=immediately),OFFER(property_name=Edgewater),Offer a property named Edgewater
what are the apartment measurements,customer wants to know how big the apartment is,REQUEST(apartment_size),OFFER_SLOT_VALUE(apartment_size = 650 square f...,Apartment size is 650 square feet
how much credit score do i need to have to be able to buy a home,customer wants to know how much credit score customer need to buy a home,FAQ(info=how_many_credit_score),ANSWER(info=minimum 500  score to get a loan),need a minimum 500 credit score to get a loan
is the garage lage enough to fit 2 cars,customer wants to know the parking situation of the apartment,REQUEST(parking),OFFER_SLOT_VALUE(parking=street parking),Parking is street parking
how long can i move home,customer are looking to move in the next two year,INFORM(move_in_date=within_2_years),"SELECT(property_name={House on Maple Street, H...",Offer a property named House on Maple Street a...
for how long is the sublease policy you have on the property,customer wants to know the subletting policy,REQUEST(subletting_policy),OFFER_SLOT_VALUE(subletting_policy=ok for shor...,Subletting policy is ok for short term subletting
i only have 10,customer wants to know how much deposit will be,REQUEST(info=deposit),OFFER_SLOT_VALUE(deposit=1 month rent),Deposit is 1 month rent
is there parking,customer wants to know the parking situation of the apartment,REQUEST(parking),OFFER_SLOT_VALUE(parking=street parking),Parking is street parking
what is the duration of the lease term,customer wants to know the duration of the lease term,REQUEST(lease_duration),OFFER_SLOT_VALUE(lease_duration=2 years),Lease duration is 2 years
sir i want a single family home do you have any,customer are looking for a single family home,"INFORM(intent=search_home,property_type=single...",ack(). Request(category),OK. Ask buyer whether he wants luxury or affor...
all the bedrooms have bathroom,customer wants to know how many bedrooms the apartment has,REQUEST(num_of_bedrooms),OFFER_SLOT_VALUE(num_of_bedrooms=1),number of bedrooms equals one
is there a pharmacy near the house,customer wants to know about nearby grocery store,REQUEST(nearby_grocery),OFFER_SLOT_VALUE(nearby_grocery=Safeway),Nearby grocery is Safeway
i would ask if there are parks and if you own a party room in the same building,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
could you please tell me if the neighborhood is safe,customer wants to know how safe the neighborhood is,REQUEST(neighborhood_safety),OFFER_SLOT_VALUE(neighborhood_safety=low crime),Neighborhood safety is low crime
what are the dimensions of the apartment,customer wants to know how big the apartment is,REQUEST(apartment_size),OFFER_SLOT_VALUE(apartment_size = 650 square f...,Apartment size is 650 square feet
i really need to move to a condo right now,customer are looking for a condo,"INFORM(intent=search_home,property_type=condo)",ack(). Request(category),OK. Ask buyer whether he wants luxury or affor...
rooms available,customer wants to know how many bedrooms the apartment has,REQUEST(num_of_bedrooms),OFFER_SLOT_VALUE(num_of_bedrooms=1),number of bedrooms equals one
how many parking spaces does the building have,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
i need to move with what can you help me,customer are looking to move immediately,INFORM(move_in_date=immediately),OFFER(property_name=Edgewater),Offer a property named Edgewater
i want a home with jacuzzi pool lots of white marble and plenty of space,customer are looking for an luxury home,INFORM(category=luxury),ack(). Request(budget),OK. Ask buyer about his budget
how my credit score will affect on buying a new home,customer wants to know how customerr credit score affects home buying,FAQ(info=how_credit_score_affected),ANSWER(info=Higher credit score means lower in...,Higher credit score means lower interest rate
that you can offer me for 500k,customerr budget is around 500k,INFORM(budget=500K),ack(). Request(move_in_date),OK. Ask when buyer would like to move in
including the maid room how many bedrooms it has,customer wants to know how many bedrooms the apartment has,REQUEST(num_of_bedrooms),OFFER_SLOT_VALUE(num_of_bedrooms=1),number of bedrooms equals one
what might you say to or ask a customer service agent in this scenario,customer wants to know how much a real estate agent charge,FAQ(info=typical_charge_amount),ANSWER(info=2% to 3% of the sales price),2% to 3% of the sales price
puedo rentar el departamento por un año,customer wants to know the duration of the lease term,REQUEST(lease_duration),OFFER_SLOT_VALUE(lease_duration=2 years),Lease duration is 2 years
i need to know about closing process etc time requirement all thing which can happen,customer wants to know what happens during closing process,FAQ(info=closing_process),"ANSWER(info = {sign legal documents,home inspe...","sign legal documents,home inspection,pay trans..."
will the electricity be connected,customer wants to know what happens during closing process,FAQ(info=closing_process),"ANSWER(info = {sign legal documents,home inspe...","sign legal documents,home inspection,pay trans..."
what does this building offer in terms of comfort,customer wants to know the amenties that are in the building,REQUEST(amenties),"OFFER_SLOT_VALUE(amenties = {gym,swimming pool})",Amenties include gym and swimming pool
loan amount for buying a house,customer wants to know how much credit score customer need to buy a home,FAQ(info=how_many_credit_score),ANSWER(info=minimum 500  score to get a loan),need a minimum 500 credit score to get a loan
how many cars can fit,customer wants to know the parking situation of the apartment,REQUEST(parking),OFFER_SLOT_VALUE(parking=street parking),Parking is street parking
